Unnamed: 0,rating,review,Processed_Review,Sentiment
5392,1,I was order for vadpav and dalvada but they haven't dalvada so without informing to me they are sent samosa and that much time for delivering so was ask to Zomato executive and they informed me for same like to they haven't same food so they are sent other option.....<br/>Without ask u like or not to change your serve,order vadpav dalvada dalvada without informing sent samosa much time delivering ask zomato executive informed like food sent option br without ask u like change serve,POSITIVE
5393,5,i want my money back,want money back,POSITIVE
5394,1,ek pan item ma levanu nathi.,ek pan item levanu nathi,NEUTRAL
5395,5,everything was tasteless except tomato poori vadapav was a joke&amp; instructions was not followed ,everything tasteless except tomato poori vadapav joke amp instruction followed,POSITIVE
5396,5,Sorry to say bt this is really very bad in taste <br/><br/>It’s like not fresh food serve frm this Jalaram house,sorry say bt really bad taste br br like fresh food serve frm jalaram house,NEGATIVE
5397,5,Food was terrible everything was burnt no quality nothing,food terrible everything burnt quality nothing,NEGATIVE
5398,1,tla hua besan vala mirchi bahut kam dete hai,tla hua besan vala mirchi bahut kam dete hai,NEUTRAL
5399,5,The delivery was too late and the food got cold,delivery late food got cold,NEUTRAL
5400,5,very bad service. the order was delayed beyond tolerance. will never order from here again,bad service order delayed beyond tolerance never order,NEGATIVE
5401,5,how bhakavas,bhakavas,NEUTRAL
5402,1,The order was so late that it took 1.15 mins to drop the food,order late took min drop food,NEGATIVE
5403,1,I didn't get what I wanted I ordered 1 Paneer chilly and 1 dry Manchurian but I get 2 Paneer chilly ,get wanted ordered paneer chilly dry manchurian get paneer chilly,NEUTRAL
5404,5,bakwas restaurant pl do not order this restaurant because food is very cold Nd very spicy,bakwas restaurant pl order restaurant food cold nd spicy,NEUTRAL
5405,5,"poorly packed, cold when arrived after 45 minutes.",poorly packed cold arrived minute,NEUTRAL
5406,5,khaman is very bad locha also not fresh in khaman,khaman bad locha also fresh khaman,NEGATIVE
5407,5,masala and oil was missing,masala oil missing,NEGATIVE
5408,5,Pathatic taste … didn’t come up with my full order… when I argue about it they shout back on me tht “ek order diya to khareed nahi liya” totally disappointed…i will order from zomato again and i make sure nobody even choose zomato,pathatic taste come full order argue shout back tht ek order diya khareed nahi liya totally disappointed order zomato make sure nobody even choose zomato,NEGATIVE
5409,1,only 5 samaos in 199 ₹,samaos,NEUTRAL
5410,5,worst packaging. uncooked food . looting the costumers. worst services. if I get a chance to give minus rating I will definitely do it .. even I am posting same on Google<br/>guys please avoid this kind of resturants .<br/>Zomato please avoid this kind of restaurants which lowersthe standard of food and you valuable services.,worst packaging uncooked food looting costumer worst service get chance give minus rating definitely even posting google br guy please avoid kind resturants br zomato please avoid kind restaurant lowersthe standard food valuable service,POSITIVE
5411,5,"how can we supposed to eat without spoon ,brain dead delivery guy and shopkeeper.",supposed eat without spoon brain dead delivery guy shopkeeper,POSITIVE
5412,1,well mannered delivery boy,well mannered delivery boy,POSITIVE
5413,5,very bad taste and quality,bad taste quality,NEGATIVE
5414,5,taste was pathetic and it was like old stuff,taste pathetic like old stuff,NEGATIVE
5415,5,"The owner is very rude. I called him regarding the bad food quality and then instead of accepting his mistake he said ""sir chlta hai itna hota hai itna headache lene ki jarurat nhi hai"" and then he cutted the call. The taste of Mayo pav was really very bad as it was smelling.<br/><br/> I have never seen such a rude food shop owner.<br/> ",owner rude called regarding bad food quality instead accepting mistake said sir chlta hai itna hota hai itna headache lene ki jarurat nhi hai cutted call taste mayo pav really bad smelling br br never seen rude food shop owner br,NEGATIVE
5416,5,Need to improve packaging ,need improve packaging,POSITIVE
5417,5,missing item of 200ml sprite bottle in order,missing item ml sprite bottle order,NEGATIVE
5418,5,"very poor taste, half cooked, smelt like humid smelly socks",poor taste half cooked smelt like humid smelly sock,NEGATIVE
5419,5,"very bad no onions,,...,.........,...okokokokkokkkk",bad onion okokokokkokkkk,NEGATIVE
5420,5,Its normal vada pav which is charged more on the name of mexican,normal vada pav charged name mexican,NEGATIVE
5421,5,Very delay to prepare the order,delay prepare order,NEGATIVE
5422,5,This is very ridiculous ,ridiculous,NEGATIVE
5423,5,low quantity ,low quantity,NEGATIVE
5424,5,poor packaging,poor packaging,NEGATIVE
5425,1,read order perfect,read order perfect,POSITIVE
5426,1,1st time I feel bed test of jani,st time feel bed test jani,NEUTRAL
5427,4,Fafda and samosa had poor quality. Fafda was very oily and samosas were soggy. patudi was nice.,fafda samosa poor quality fafda oily samosa soggy patudi nice,NEGATIVE
5428,1,quantity is to less as compared to price,quantity less compared price,NEUTRAL
5429,1,Highly disappointed,highly disappointed,NEGATIVE
5430,1,Poha was very dry and the quantity was very less. Price very high for such miserly quantity.,poha dry quantity less price high miserly quantity,NEGATIVE
5431,1,Order half received,order half received,NEUTRAL
5432,2,little price is high otherwise great test,little price high otherwise great test,POSITIVE
5433,5,Should have mentioned quality.,mentioned quality,NEUTRAL
5434,3,very bad experience ,bad experience,NEGATIVE
5435,5,Delicious,delicious,POSITIVE
5436,5,paid extra for sev but sev mising...no sev with khaman,paid extra sev sev mising sev khaman,NEUTRAL
5437,5,worst taste of naacho locho and samosa as well,worst taste naacho locho samosa well,NEGATIVE
5438,5,Jani has been a brand operational in Surat from quite a long time but the things have become overpriced now. The quantity can be improved especially in the delivery. ,jani brand operational surat quite long time thing become overpriced quantity improved especially delivery,POSITIVE
5439,5,"as usual, this restaurant delivers sub par or stale product for delivery orders",usual restaurant delivers sub par stale product delivery order,NEUTRAL
5440,5,dilevery boy was sooo good,dilevery boy sooo good,POSITIVE
5441,5,Stale and very bad food,stale bad food,NEGATIVE
5442,5,"butter should be in dish, not in the container",butter dish container,NEUTRAL
5443,5,supar,supar,NEUTRAL
5444,5,Rates in Zomato from this outlet are higher than actual on counter rates,rate zomato outlet higher actual counter rate,NEUTRAL
5445,5,"I have paid 124 rs for just 8 pieces, just ridiculous",paid r piece ridiculous,NEGATIVE
5446,1,nice,nice,POSITIVE
5447,5,not good,good,POSITIVE
5448,5,food quantity not as per the rate and quality also not that great. not worthy to order from here,food quantity per rate quality also great worthy order,POSITIVE
5449,1,Khamani was not fresh nor khaman both were badly stinking we threw,khamani fresh khaman badly stinking threw,NEGATIVE
5450,5,they charged double and cheated us. Zomato sucks bad time,charged double cheated u zomato suck bad time,NEGATIVE
5451,3,I always use to have from same palace but today totaly diffrent taste,always use palace today totaly diffrent taste,NEUTRAL
5452,5,Chutney was not good and very sweet<br/>Please you need to do it properly,chutney good sweet br please need properly,POSITIVE
5453,5,cheese samosa was not good at all. it was too much oily and not even crunchy.,cheese samosa good much oily even crunchy,POSITIVE
5454,5,very less quantity as per price price is double and quantity is not even 50%<br/>,less quantity per price price double quantity even br,NEUTRAL
5455,1,we ordered 250 gms sev and they delivered 63 gms sev,ordered gm sev delivered gm sev,NEUTRAL
5456,1,wrong item received me,wrong item received,NEGATIVE
5457,1,I asked for spoons with Orders but there are no spoons with order. Very disappointed. And very Bad services<br/>..... ,asked spoon order spoon order disappointed bad service br,NEGATIVE
5458,2,order came too late and they didnt even provide spoons,order came late didnt even provide spoon,NEUTRAL
5459,3,bakwas ,bakwas,NEUTRAL
5460,5,"Delayed Order And Very Very Very Less Quantity Compare to Price, Quantity Like Zero Compare to Other Food Provider ",delayed order less quantity compare price quantity like zero compare food provider,POSITIVE
5461,1,its to late delivery from restaurant,late delivery restaurant,NEUTRAL
5462,1,Just because I want to give my review that is why I am giving 1 star… otherwise they are not deserve only 1 star… rude staff… cheap food.. bad taste…,want give review giving star otherwise deserve star rude staff cheap food bad taste,NEGATIVE
5463,1,paisa pramane quality nathi👎,paisa pramane quality nathi,NEUTRAL
5464,1,you decrease the quantity and proce is still the same it isn't fair I mean if you've lesser the quantity price should be reduced too otherwise do it like it was before and it'd be good and try to not take so much time to make it and let people wait thanks ,decrease quantity proce still fair mean lesser quantity price reduced otherwise like good try take much time make let people wait thanks,POSITIVE
5465,5,parcel is open... no tap...,parcel open tap,NEUTRAL
5466,1,Papdi 1 hi khousa ka bheja,papdi hi khousa ka bheja,NEUTRAL
5467,2,Kya yaar Itna Kharab Hutt,kya yaar itna kharab hutt,NEUTRAL
5468,2,Money west💰💰💰,money west,NEUTRAL
5469,1,khawsa quantity shortage<br/>,khawsa quantity shortage br,NEGATIVE
5470,1,quanity bohot kam hai only 150ml,quanity bohot kam hai ml,NEUTRAL
5471,2,cooking instruction not follewed ,cooking instruction follewed,NEUTRAL
5472,3,more than 1 hours timing for prepare my order &amp; also so much lower west taste &amp; aloo puri quality is lower to lower ,hour timing prepare order amp also much lower west taste amp aloo puri quality lower lower,NEGATIVE
5473,4,No spoon so what i do and how can i eat,spoon eat,NEUTRAL
5474,5,complain,complain,NEGATIVE
5475,5,it took 1 hour to assign valvet and thn prepare food like 30 mins to deliver also 4 valvet was near by can't do delivery?.. and ur help chat talking to 3-4 ppl cant  still get my delivery on time..I didn't got support from support chat system also restaurant was non responsive to cook order on time and this valet system assigning late and any mistake happens ur chat support system credit d voucher.. seriously it's was waste on time to order from ds app n restaurant,took hour assign valvet thn prepare food like min deliver also valvet near delivery ur help chat talking ppl cant still get delivery time got support support chat system also restaurant non responsive cook order time valet system assigning late mistake happens ur chat support system credit voucher seriously waste time order d app n restaurant,POSITIVE
5476,5,"took for an hour to prepare 3 khawsa, which in real life gets prepared in 5 mins, because its just a morning snack soup. ",took hour prepare khawsa real life get prepared min morning snack soup,POSITIVE
